gate (block) hour,runway hour,rwy_day,distance,angle,angle error,shortest path,distance_gate,distance_long,operation_mode,other_moving_ac,QDepDep,taxi_time
17,16,20,653.5672805453642,183.3432998362418,0,101.2537122451,0.0,0.0,1,15,0,1.9
17,17,20,2579.701088188965,777.1351982260674,0,2221.13545476165,107.541906653,578.1768592638504,1,18,2,16.966666666666665
17,17,20,1975.6158670128048,342.4393309955743,0,1687.7953896491697,0.0,578.1768592638504,1,16,2,10.283333333333331
17,17,20,1553.3929488038318,672.2730275509755,0,1024.4348590114496,170.07485191,0.0,1,12,0,4.566666666666666
17,17,20,1445.7021147155103,345.15143897128235,0,982.2404050092496,83.0918278028,575.4407558091866,1,12,0,3.5
17,17,20,2047.8475812490285,661.4629350963016,1,1653.2578227576282,82.9530943613,0.0,1,15,2,13.433333333333334
17,17,20,2462.1110130117104,610.1062065002213,0,2227.4110849403137,101.049188081,0.0,1,15,0,7.333333333333333
17,17,20,1028.2871411721997,408.4479750297752,0,634.9175189571711,103.676652407,0.0,1,12,2,9.45
17,17,20,892.8362053399618,148.15782259978602,0,762.7011480532617,91.6845157884,0.0,1,12,3,9.183333333333334
17,17,20,2702.015365344944,496.1874128946581,0,2350.049588628163,0.0,1019.764459621634,1,15,0,6.183333333333334
17,17,20,1513.6316200788158,427.0002889526454,0,1152.850744021794,90.631546504,623.2193247307075,1,14,0,3.283333333333333
17,17,20,854.1034445415166,224.8202989179844,0,346.0117486636086,0.0,0.0,1,14,0,2.933333333333333
19,19,21,1162.1929491227374,171.4543807675148,0,758.1547170506024,82.9530943613,623.2193247307075,0,8,0,3.5166666666666666
19,19,21,1023.7835643094944,391.0986285284237,0,751.6595470378003,87.1816780958,0.0,0,10,0,11.083333333333334
19,20,21,3430.8885147354504,799.2169450770646,0,3090.2162249322314,110.712389807,1673.3430736964767,0,10,3,24.2
19,19,21,1725.6990877494095,457.34468221176655,0,1304.1456780692292,112.574782287,0.0,0,10,0,5.266666666666667
19,19,21,2296.684226375048,582.6110897329394,0,2012.5368538621412,90.631546504,612.4411099956866,0,11,0,4.566666666666666
20,19,21,1679.8402369216928,502.30296667142295,0,1119.2900744194426,64.6124524558,886.4465447797426,0,11,0,27.48333333333333
19,19,21,2180.645432311413,563.5579370064855,0,1930.3025654630412,78.4654082791,923.4468989662428,0,12,0,4.716666666666667
19,19,21,2234.688736618033,575.5328930439603,0,2029.853741917701,0.0,738.232310911477,0,12,0,5.433333333333334
19,19,21,1726.136540179618,643.9457084485392,0,1439.5860019567124,113.012561341,575.4407558091866,0,12,0,4.233333333333333
19,19,21,3182.655146354521,624.0444488014326,0,2972.18836013483,67.8586664272,1826.6017585018524,0,12,1,11.033333333333331
20,19,21,2400.7651296673107,582.0982994487326,0,2155.489440347914,111.624949329,0.0,0,10,0,5.833333333333333
20,20,21,2092.9602849693288,600.2324062247038,0,1563.5752184173164,101.443894651,806.5635632358426,0,9,0,4.05
20,20,21,2578.68414382223,625.3787190437367,0,2373.385221231646,68.0426694591,1019.764459621634,0,9,0,6.683333333333334
20,20,21,1734.8421801750178,667.2827838082477,0,1462.2461817900123,82.4634639933,575.4407558091866,0,10,0,3.3666666666666667
20,20,21,2246.9908158654603,582.4963173343688,0,1969.9523795533412,87.1816780958,612.4411099956866,0,12,0,5.316666666666666
17,20,23,1717.6937972990777,486.4888020226866,0,987.7002570248424,0.0,0.0,0,16,0,2696.0
20,20,21,1533.9801129674927,344.89617729007773,0,1021.5741818237424,103.788931741,886.4465447797426,0,12,0,3.2666666666666666
20,20,21,1445.7021147155103,345.15143897128235,0,982.2404050092496,83.0918278028,575.4407558091866,0,13,0,5.433333333333334
20,20,21,781.5544428314647,356.3587140978517,0,503.1795799942653,78.4654082791,0.0,0,11,1,6.6
19,20,25,813.5968974705341,345.43864050864323,0,242.0256784079,65.3970737181,0.0,0,16,0,5734.7
20,20,21,183.7151063735873,86.25276528978128,0,46.24354210138732,90.631546504,0.0,0,12,0,2.65
