id,type,taxi_time,gate (block) hour,runway hour,rwy_day,distance,angle,angle error,shortest path,distance_gate,distance_long,distance_else,rwy,rwy_num,operation_mode,other_moving_ac,QDepDep,QDepArr,QArrDep,QArrArr,NDepDep,NDepArr,NArrDep,NArrArr
22-Oct-2024_RYR6WR  ,departure,9.633333333333333,15,16,22,2217.0278091344576,1188.0525611229627,1,1588.6768584227352,112.201789352,0,2104.8260197824575,,-1,1,18,1,4,0,0,6,8,0,0
22-Oct-2024_SXS6ZM  ,arrival,5.733333333333333,16,16,22,2520.7089103524877,664.6494011799434,0,2123.145110445114,90.959777885,0,2429.7491324674875,23R/05L,1,1,17,0,0,1,2,0,0,7,7
22-Oct-2024_EZY91XG ,departure,9.55,16,16,22,1761.0981658570108,436.1708983217121,0,1542.9243724598894,83.4322277087,916.9506637659618,760.7152743823491,,-1,1,16,1,4,0,0,6,8,0,0
22-Oct-2024_SWR31V  ,arrival,6.383333333333334,16,16,22,2463.0642261712264,536.5462947654299,0,2227.4110849403137,101.049188081,0,2362.0150380902264,23R/05L,1,1,17,0,0,1,3,0,0,7,8
22-Oct-2024_DLH947  ,departure,11.366666666666667,16,16,22,2067.113167998818,803.9303208117356,0,1495.2497768695525,103.676652407,578.1768592638504,1385.2596563279676,,-1,1,16,2,3,0,0,7,7,0,0
22-Oct-2024_RYR28BC ,arrival,5.416666666666667,16,16,22,1816.410743796485,585.554285581635,0,1373.1824707404292,113.012561341,886.4465447797426,816.9516376757423,23R/05L,1,1,14,0,0,2,1,0,0,8,6
22-Oct-2024_RYR9WN  ,arrival,5.3,16,16,22,2090.6328085127325,597.5867552286901,0,1610.4152361855163,112.201789352,886.4465447797426,1091.98447438099,23R/05L,1,1,13,0,0,1,0,0,0,6,5
22-Oct-2024_TAP1313 ,departure,8.65,16,16,22,2244.8084980993694,982.1888002832405,0,1440.6375299651527,104.571349969,578.1768592638504,1562.060288866519,,-1,1,17,1,1,0,0,6,6,0,0
22-Oct-2024_EJU14EJ ,departure,14.6,16,16,22,1947.6572953167558,841.5452732715759,1,1387.0500990600854,64.6124524558,0,1883.044842860956,,-1,1,16,3,4,0,0,6,6,0,0
22-Oct-2024_SHT3G   ,departure,8.95,16,16,22,1869.2182448666772,778.270030213281,1,1542.4609663385133,82.9530943613,0,1786.2651505053773,,-1,1,18,1,0,0,0,7,5,0,0
22-Oct-2024_RYR272G ,departure,10.266666666666667,16,16,22,2207.388630607728,1125.0105582366264,1,1747.0690178610719,112.201789352,0,2095.186841255728,,-1,1,18,2,1,0,0,8,5,0,0
22-Oct-2024_EZY76WZ ,arrival,8.3,16,16,22,1731.1191455178928,562.5786732059357,0,1165.5475705102426,162.1488571428,886.4465447797426,682.5237435953503,23R/05L,1,1,19,0,0,3,0,0,0,9,5
22-Oct-2024_RAM819W ,departure,12.316666666666666,16,16,22,1729.9758556283962,372.49630068770506,0,1503.5768403237316,68.0426694591,1033.5560212769112,628.377164892385,,-1,1,15,9,4,0,0,9,6,0,0
22-Oct-2024_RUK64RQ ,departure,9.45,16,16,22,2175.6780138729064,1081.837711131758,1,1722.197840101799,87.1816780958,577.1881546986612,1511.3081810784452,,-1,1,18,4,3,0,0,9,6,0,0
22-Oct-2024_ETH729  ,departure,10.1,16,16,22,838.4231833186341,225.89883988722406,0,696.282681889234,110.712389807,0,727.710793511634,,-1,1,16,8,4,0,0,10,6,0,0
22-Oct-2024_SAS541  ,arrival,4.866666666666666,16,16,22,2094.2777701002155,521.9250175220617,0,1645.1860450263616,104.571349969,0,1989.7064201312155,23R/05L,1,1,18,0,0,2,2,0,0,11,6
22-Oct-2024_SHT3U   ,departure,3.45,16,16,22,243.66515829339482,96.53413331384654,0,57.8579176618,84.7457731106,0,158.91938518279483,,-1,1,17,1,2,0,0,9,7,0,0
22-Oct-2024_EZY47TA ,arrival,3.2,16,16,22,1312.6255679553549,321.01236073099335,0,676.6944680542865,0,575.4407558091866,737.1848121461683,23R/05L,1,1,18,0,0,1,2,0,0,10,7
22-Oct-2024_EZY26EZ ,departure,1.5,16,16,22,157.2443094146,24.56290028457471,0,24.2922962236,78.3397662866,0,78.904543128,,-1,1,15,2,0,0,0,9,5,0,0
22-Oct-2024_RYR54XE ,departure,1.6666666666666667,16,16,22,297.5747852835873,261.66076698120787,0,82.2342883991,169.0969547831,0,128.4778305004873,,-1,1,14,2,1,0,0,9,5,0,0
23-Oct-2024_RANGER7 ,departure,1.85,16,16,23,345.5583806585341,206.91120932849128,0,145.4343509310341,116.8475823,0,228.71079835853408,,-1,0,12,0,0,0,0,5,4,0,0
23-Oct-2024_EZY56FG ,arrival,4.933333333333334,16,16,23,1679.7555353710736,691.5024208931918,0,1160.2790817528326,83.4322277087,0,1596.3233076623737,23R/05L,1,0,14,0,0,0,2,0,0,5,7
23-Oct-2024_SAS542  ,departure,51.43333333333333,16,17,23,2171.9094983326395,950.0389142536727,0,1755.629264939267,120.216071857,578.1768592638504,1473.5165672117892,,-1,1,19,6,14,0,0,5,8,0,0
23-Oct-2024_RYR8605 ,arrival,5.083333333333333,16,16,23,1816.410743796485,585.554285581635,0,1373.1824707404292,113.012561341,886.4465447797426,816.9516376757423,23R/05L,1,0,13,0,0,0,1,0,0,6,4
23-Oct-2024_EZY54GD ,departure,12.583333333333334,16,16,23,2360.0094844381124,675.0759318130039,0,2062.218487615951,90.959777885,578.1768592638504,1690.8728472892622,,-1,0,18,0,4,0,0,6,7,0,0
23-Oct-2024_SHT2K   ,arrival,4.1,16,16,23,1571.0021932495927,318.9161398571779,0,1122.6356493447372,82.9530943613,886.4465447797426,601.6025541085502,23R/05L,1,0,15,0,0,0,1,0,0,7,6
23-Oct-2024_SWR357K ,departure,8.983333333333333,16,16,23,2092.2841450355695,767.8683713775497,0,1495.2497768695525,103.676652407,578.1768592638504,1410.4306333647191,,-1,0,19,1,2,0,0,7,6,0,0
23-Oct-2024_EZS32KB ,arrival,4.533333333333333,16,16,23,1622.1644376608103,471.6705252003631,0,1125.6885712565495,170.07485191,575.4407558091866,876.6488299416237,23R/05L,1,0,17,0,0,0,1,0,0,8,6
23-Oct-2024_IBS3693 ,departure,11.066666666666666,16,16,23,1934.471319526045,852.3936263958799,1,1495.5932985531476,90.631546504,0,1843.839773022045,,-1,0,19,2,1,0,0,8,6,0,0
23-Oct-2024_AUR78B  ,arrival,4313.483333333334,16,16,26,1724.3333243366849,382.3650227333808,0,1395.842650573729,0,886.4465447797426,837.8867795569423,23R/05L,1,0,22,0,0,36,38,0,0,10,6
23-Oct-2024_RUK6879 ,departure,11.533333333333333,16,16,23,2119.1317197239064,1008.0525611229625,1,1588.6768584227352,112.201789352,0,2006.9299303719063,,-1,0,19,3,1,0,0,9,6,0,0
23-Oct-2024_EAG18C  ,arrival,10.066666666666666,17,16,23,1630.8838243989928,332.73072200029753,0,1165.5475705102426,61.9135360239,886.4465447797426,682.5237435953503,23R/05L,1,0,18,0,0,4,0,0,0,10,6
23-Oct-2024_RYR83GF ,departure,14.116666666666667,16,17,23,2155.213842791106,998.3377346017405,1,1541.836840654535,101.443894651,0,2053.769948140106,,-1,1,19,3,3,0,0,9,8,0,0
23-Oct-2024_RYR14MM ,arrival,5.333333333333333,17,17,23,2566.163690213886,623.8753088391605,0,2105.620413731729,112.201789352,1187.1580626872835,1266.8038381746026,23R/05L,1,1,15,0,0,0,1,0,0,7,7
23-Oct-2024_TOM93T  ,arrival,8.9,17,17,23,2754.14590772453,630.1452347601598,0,2504.779092597546,68.8858870922,1019.764459621634,1665.4955610106958,23R/05L,1,1,17,0,0,2,1,0,0,7,7
23-Oct-2024_UAE19   ,arrival,27423.25,18,17,11,2959.082510563816,418.20425986212115,0,1648.2190516148542,126.546722489,1097.475619629873,1735.060168444943,23R/05L,1,1,19,0,0,127,143,0,0,7,7
23-Oct-2024_QTR2T   ,arrival,8.25,17,17,23,2851.6237379372724,502.2362006017719,0,2582.963506137576,112.840287221,796.0465784219341,1942.7368722943384,23R/05L,1,1,17,0,0,1,1,0,0,7,8
23-Oct-2024_EJU84HM ,departure,13.0,17,17,23,1997.0321794739584,767.8984471927629,0,1590.4777554321647,91.6845157884,805.3155182386618,1100.0321454468967,23L/05R,2,1,18,2,4,0,0,6,8,0,0
23-Oct-2024_EZY78RV ,departure,8.15,17,17,23,706.7403405203711,139.79250486027425,0,524.1999551091711,83.4322277087,591.4950920916712,31.81302071999994,,-1,1,17,2,5,0,0,6,8,0,0
23-Oct-2024_TOM971P ,arrival,7.35,17,17,23,2656.3317961609437,562.0510032535082,0,2245.4003378843627,69.2045554246,1070.438452629734,1516.6887881066095,23R/05L,1,1,18,0,0,2,4,0,0,7,8
23-Oct-2024_TES231  ,arrival,1.65,17,17,23,653.5672805453642,183.3432998362418,0,101.25371224509999,0,0,653.5672805453642,23R/05L,1,1,15,0,0,0,0,0,0,7,7
23-Oct-2024_RYR8604 ,departure,4.8,17,17,23,259.2908943704,265.69972032134433,0,49.508603539700005,113.012561341,0,146.27833302940002,,-1,1,14,2,4,0,0,6,7,0,0
23-Oct-2024_RYR42WZ ,arrival,2.933333333333333,17,17,23,1733.9575133131316,524.9364065047859,0,1207.8339287753256,87.6834748021,575.4407558091866,1070.833282701845,23R/05L,1,1,15,0,0,3,4,0,0,7,8
23-Oct-2024_EXS45VK ,arrival,0.9166666666666666,17,17,23,691.6861800837839,96.37671626395866,0,74.42402597062541,0,0,691.6861800837839,23R/05L,1,1,13,0,0,1,1,0,0,6,7
24-Oct-2024_TOM4TW  ,arrival,3.816666666666667,17,17,24,1326.198846878156,277.2300821275593,0,1073.352836439611,112.840287221,796.0465784219341,417.311981235222,,-1,0,13,0,0,0,0,0,0,5,5
24-Oct-2024_KLM1038 ,departure,8.55,17,17,24,3267.064291656078,478.31000821637025,0,2958.2300660691644,0,2643.68037537876,623.3839162773179,23R/05L,1,0,17,0,1,0,0,4,5,0,0
24-Oct-2024_EXS9RJ  ,arrival,6.9,17,17,24,2979.183381059172,678.2560119901204,0,2658.1865088768764,106.423920412,796.0465784219341,2076.712882225238,23R/05L,1,0,18,0,0,1,2,0,0,7,6
24-Oct-2024_RYR24PV ,departure,9.583333333333334,17,17,24,938.7571684079272,389.07807939550906,0,662.831530627613,101.443894651,0,837.3132737569272,23R/05L,1,0,17,2,3,0,0,5,6,0,0
24-Oct-2024_EWG5BG  ,departure,20.483333333333334,17,18,24,3545.1710055242506,662.4479433887082,0,3348.6441140217644,68.8858870922,2008.432047771288,1467.8530706607628,23R/05L,1,0,16,7,4,0,0,6,6,0,0
24-Oct-2024_SHT3Y   ,departure,13.066666666666666,17,18,24,1442.551613031189,348.76931073276745,0,1248.4252491995749,82.9530943613,746.9421803053973,612.6563383644917,23R/05L,1,0,17,4,2,0,0,7,6,0,0
24-Oct-2024_RYR6630 ,departure,8.3,17,17,24,1023.7835643094943,391.0986285284237,0,751.6595470378003,87.1816780958,0,936.6018862136943,23R/05L,1,0,17,3,2,0,0,8,6,0,0
24-Oct-2024_RUK8491 ,arrival,3.466666666666667,17,17,24,1812.6261802767317,587.9371305416772,0,1341.993462662629,116.843538226,575.4407558091866,1120.3418862415451,23R/05L,1,0,17,0,0,1,0,0,0,9,6
24-Oct-2024_EZY89BD ,departure,12.833333333333334,17,18,24,2070.1723475525655,372.8688409442439,0,1860.5222109450042,83.4322277087,974.8760264943767,1011.8640933494889,23R/05L,1,0,21,5,2,0,0,10,7,0,0
24-Oct-2024_EZY306Y ,departure,9.916666666666666,17,18,24,1311.5137982379592,373.8258856138374,0,1099.0745752143396,86.2988381711,565.1118910359618,660.1030690308975,23R/05L,1,0,19,5,1,0,0,10,6,0,0
24-Oct-2024_LOG2WF  ,departure,14.5,17,18,24,1141.721532941311,343.6156737381869,0,893.3561851291968,87.6834748021,596.2474295666939,457.7906285725171,23R/05L,1,0,19,7,1,0,0,11,5,0,0
24-Oct-2024_EXS22EF ,arrival,5.416666666666667,18,18,24,2002.298453888582,626.6173783226351,0,1565.5846006314014,127.735225864,0,1874.5632280245818,23R/05L,1,0,16,0,0,3,0,0,0,9,5
24-Oct-2024_RUK8HG  ,departure,15.65,18,18,24,1189.7354268201152,569.4203380307125,0,709.0750727290003,90.631546504,0,1099.1038803161152,23R/05L,1,0,16,4,3,0,0,8,6,0,0
24-Oct-2024_RYR22AY ,arrival,5.666666666666667,18,18,24,2246.9908158654603,582.4963173343688,0,1969.9523795533414,87.1816780958,612.4411099956866,1547.3680277739736,23R/05L,1,0,14,0,0,2,1,0,0,7,6
24-Oct-2024_RYR56BP ,departure,12.6,18,18,24,902.6750453407273,398.79290591673106,0,615.991512859413,112.201789352,0,790.4732559887273,23R/05L,1,0,13,3,3,0,0,7,6,0,0
24-Oct-2024_EAI7BM  ,arrival,4.483333333333333,18,18,24,1736.9819542523928,504.23304197363507,0,1068.6878774112427,71.1519727783,886.4465447797426,779.3834366943503,23R/05L,1,0,11,0,0,0,0,0,0,6,5
24-Oct-2024_GMDSE   ,arrival,1.1666666666666667,18,18,24,653.5672805453642,183.3432998362418,0,101.25371224509999,0,0,653.5672805453642,23R/05L,1,0,11,0,0,1,1,0,0,6,6
24-Oct-2024_SAS4610 ,departure,9.883333333333333,18,18,24,2230.1687438627646,605.0649398442156,0,1628.497746754769,104.571349969,793.0457372249411,1332.5516566688234,23R/05L,1,0,11,0,0,0,0,4,5,0,0
24-Oct-2024_RUK1900 ,departure,9.766666666666667,18,18,24,843.793909364578,258.98516272405703,0,507.7060610318583,116.843538226,0,726.950371138578,23R/05L,1,0,11,1,0,0,0,5,5,0,0
24-Oct-2024_EXS85NQ ,arrival,4.95,18,18,24,2293.4185135311955,701.8976595498509,0,1700.1542994089652,126.201474686,0,2167.2170388451955,23R/05L,1,0,11,0,0,2,0,0,0,6,5
25-Oct-2024_THY5ZR  ,arrival,8.216666666666667,19,19,25,1299.9435012863544,242.51472126707006,0,1053.9626219628544,106.733294121,0,1193.2102071653544,,-1,0,15,0,0,2,1,0,0,6,5
25-Oct-2024_UAE20   ,departure,4.0,19,19,25,1462.5401647346944,144.39588021912846,0,1121.2900313181763,0,974.8760264943767,487.6641382403177,23R/05L,1,0,15,1,0,0,0,7,6,0,0
25-Oct-2024_NOZ1349 ,departure,9.666666666666666,19,19,25,3276.1257480021504,540.5321894600471,0,3062.1368233861645,0,2008.432047771288,1267.6937002308625,23R/05L,1,0,15,3,2,0,0,5,5,0,0
25-Oct-2024_QTR46W  ,departure,8.25,19,19,25,2464.566630763516,397.606850216909,0,2282.3974224011304,0,974.8760264943767,1489.6906042691394,23R/05L,1,0,15,2,2,0,0,6,6,0,0
25-Oct-2024_RYR3VG  ,departure,1.3666666666666667,19,19,25,257.58727429411374,73.29215309350651,0,84.61933854019948,0,0,257.58727429411374,23R/05L,1,0,14,0,0,0,0,4,5,0,0
25-Oct-2024_EZY68XC ,departure,11.383333333333333,19,19,25,1910.5713302163654,369.77929166820564,0,1695.4444074353046,88.9090138822,974.8760264943767,846.7862898397887,23R/05L,1,0,17,4,3,0,0,8,6,0,0
25-Oct-2024_EXS87EN ,arrival,8.116666666666667,19,19,25,3179.3420409133723,544.2670628097942,0,2933.580738927476,68.8858870922,1019.764459621634,2090.6916941995382,23R/05L,1,0,17,0,0,3,2,0,0,8,6
25-Oct-2024_TOM38W  ,arrival,10.0,19,19,25,3003.8802770110724,539.5005470933711,0,2802.186867561576,68.0426694591,1019.764459621634,1916.073147930338,23R/05L,1,0,18,0,0,3,2,0,0,7,6
25-Oct-2024_RYR5GA  ,departure,10.666666666666666,19,19,25,974.1883623623146,398.7975763233092,0,709.0750727290003,90.631546504,0,883.5568158583146,23R/05L,1,0,17,2,2,0,0,6,6,0,0
25-Oct-2024_RYR5DZ  ,departure,12.2,19,19,25,964.2767111591146,403.273070992745,0,662.831530627613,101.443894651,0,862.8328165081145,23R/05L,1,0,17,3,3,0,0,7,6,0,0
25-Oct-2024_NOZ1327 ,departure,15.75,19,20,25,3620.6429906514777,657.875312028176,0,3303.3052905922646,67.0714083598,2643.68037537876,909.8912069129178,23R/05L,1,0,11,3,5,0,0,6,5,0,0
25-Oct-2024_RUK9LP  ,arrival,5.816666666666666,19,19,25,2132.5034704201603,541.9463476306045,0,1837.1986402088414,116.843538226,612.4411099956866,1403.2188221984738,23R/05L,1,0,14,0,0,1,1,0,0,7,5
25-Oct-2024_RYR99HE ,departure,9.3,19,20,25,1023.7835643094943,391.0986285284237,0,751.6595470378003,87.1816780958,0,936.6018862136943,23R/05L,1,0,15,2,3,0,0,7,6,0,0
25-Oct-2024_EXS069J ,arrival,9.233333333333333,20,19,25,2208.5422483081093,427.93162562672467,0,1782.716038614929,116.8475823,650.6122274909001,1441.0824385172093,23R/05L,1,0,14,0,0,3,2,0,0,8,5
25-Oct-2024_TOM439  ,arrival,5.516666666666667,20,19,25,2027.774651911268,698.4368842029039,0,1798.6094386103846,91.9089601694,0,1935.865691741868,23R/05L,1,0,12,0,0,2,2,0,0,7,5
25-Oct-2024_AFR91WA ,arrival,9.716666666666667,20,20,25,2316.7556883524103,492.0860134429201,0,2195.3594769551773,126.201474686,0,2190.5542136664103,23R/05L,1,0,8,0,0,0,1,0,0,4,3
25-Oct-2024_EZY15QK ,arrival,3.4833333333333334,20,20,25,1731.1191455178928,562.5786732059357,0,1165.5475705102426,162.1488571428,886.4465447797426,682.5237435953503,23R/05L,1,0,8,0,0,0,0,0,0,4,4
25-Oct-2024_EZY91RT ,arrival,3.9833333333333334,20,20,25,1749.2134861711875,567.4322541299725,0,1204.5931143845496,103.676652407,0,1645.5368337641876,23R/05L,1,0,9,0,0,0,1,0,0,4,4
25-Oct-2024_DLH5UX  ,arrival,4.3,20,20,25,2045.5763778928379,411.3538993006937,0,1799.3508556154413,112.574782287,0,1933.0015956058378,23R/05L,1,0,10,0,0,0,1,0,0,4,4
25-Oct-2024_RYR77YX ,arrival,3.5,20,20,25,1391.6609157355788,293.0096188253881,0,1087.9777130400255,103.788931741,623.2193247307075,664.6526592638713,23R/05L,1,0,9,0,0,0,1,0,0,4,4
25-Oct-2024_SHT2R   ,arrival,5.716666666666667,20,20,25,1618.117574887728,442.5776902836189,0,1207.8339287753256,87.6834748021,575.4407558091866,954.9933442764416,23R/05L,1,0,10,0,0,0,2,0,0,4,5
25-Oct-2024_RYR70XX ,arrival,4.766666666666667,20,20,25,1978.0548071695655,658.9586559239541,0,1740.1272410607994,73.4295357349,1150.1577085007834,754.4675629338822,23R/05L,1,0,8,0,0,0,1,0,0,4,4
26-Oct-2024_EXS2KC  ,departure,4.8,16,16,26,727.1647823297272,217.67670556879978,0,546.5730786265792,0,0,727.1647823297272,23R/05L,1,0,10,0,1,0,0,5,3,0,0
26-Oct-2024_RYR79KJ ,arrival,3.6166666666666667,16,16,26,1100.5491949733348,373.3926737075616,0,860.5920175453741,112.201789352,574.7169526915969,413.6304529297379,,-1,0,11,0,0,0,0,0,0,7,3
26-Oct-2024_EZY16AH ,departure,7.8,16,16,26,1299.5233364083906,232.54549111979014,0,1121.2900313181763,0,891.6137929142803,407.90954349411027,23R/05L,1,0,12,1,1,0,0,6,3,0,0
26-Oct-2024_RYR390H ,departure,11.033333333333333,16,16,26,1082.5765008835076,390.0071142026307,0,830.5640984712003,82.4634639933,596.2474295666939,403.8656073235137,23R/05L,1,0,10,2,2,0,0,4,3,0,0
26-Oct-2024_EZY2021 ,departure,10.583333333333334,16,16,26,1986.7401198438656,282.0330551082122,0,1802.8559328269039,0,974.8760264943767,1011.8640933494889,23R/05L,1,0,13,3,3,0,0,7,4,0,0
26-Oct-2024_EJU87XB ,arrival,5.55,16,16,26,2056.8592443958214,458.2422590625623,0,1563.8930549574545,71.1519727783,923.4468989662427,1062.2603726512789,23R/05L,1,0,11,0,0,1,0,0,0,7,3
26-Oct-2024_RUK1248 ,arrival,4.4,16,16,26,1781.4371721989316,484.24534234001806,0,1341.993462662629,116.843538226,575.4407558091866,1089.152878163745,23R/05L,1,0,12,0,0,2,1,0,0,7,4
26-Oct-2024_EJU87QK ,arrival,7.183333333333334,16,16,26,1748.1688962743876,503.84781288864804,0,1125.6885712565495,78.3397662866,0,1669.8291299877876,23R/05L,1,0,14,0,0,2,2,0,0,6,4
26-Oct-2024_SHT3G   ,departure,10.166666666666666,16,16,26,1502.202209442289,348.62867221320204,0,1306.2831668613749,84.7457731106,746.9421803053973,670.5142560262917,23R/05L,1,0,17,1,3,0,0,5,4,0,0
26-Oct-2024_IBS3693 ,departure,11.3,16,16,26,938.7571684079272,389.07807939550906,0,662.831530627613,101.443894651,0,837.3132737569272,23R/05L,1,0,16,1,6,0,0,5,4,0,0
26-Oct-2024_RYR5DN  ,arrival,4.75,16,16,26,1491.6092918418806,561.7533502591954,0,1087.9777130400255,103.788931741,806.5635632358426,581.256796865038,23R/05L,1,0,14,0,0,0,2,0,0,6,4
26-Oct-2024_EAG19E  ,departure,10.166666666666666,16,16,26,1544.635121909289,435.4015401545291,0,1387.2043563481748,0,746.9421803053973,797.6929416038917,23R/05L,1,0,16,2,7,0,0,6,5,0,0
26-Oct-2024_RUK3219 ,arrival,5.05,16,16,26,2246.9908158654603,582.4963173343688,0,1969.9523795533414,87.1816780958,612.4411099956866,1547.3680277739736,23R/05L,1,0,15,0,0,1,1,0,0,7,3
26-Oct-2024_EXS1MA  ,departure,12.7,16,16,26,3519.509793335351,572.6536501730286,0,3348.6441140217644,0,2008.432047771288,1511.077745564063,23R/05L,1,0,17,3,6,0,0,7,4,0,0
26-Oct-2024_RYR42WZ ,arrival,5.133333333333334,16,16,26,1845.3000871467052,593.9292805275601,0,1629.9787496335996,101.443894651,0,1743.8561924957053,23R/05L,1,0,16,0,0,1,3,0,0,8,4
26-Oct-2024_SWR357K ,departure,15.616666666666667,16,17,26,3062.2463493152786,699.7632740312295,0,2642.4744600346025,0,1499.075981603548,1563.1703677117307,23R/05L,1,0,19,4,5,0,0,8,4,0,0
26-Oct-2024_EJU67BR ,arrival,4.1,16,16,26,1397.5504333857104,345.5084586632261,0,928.7977470268495,88.9090138822,575.4407558091866,733.2006636943238,23R/05L,1,0,16,0,0,2,3,0,0,9,4
26-Oct-2024_ETH729  ,departure,16.566666666666666,16,17,26,3307.3148087934505,624.7978594105679,0,3073.2498839711643,106.423920412,1743.1865729575538,1457.7043154238968,23R/05L,1,0,20,6,5,0,0,9,5,0,0
26-Oct-2024_EZY56NL ,departure,14.333333333333334,16,17,26,1544.635121909289,435.4015401545291,0,1387.2043563481748,0,746.9421803053973,797.6929416038917,23R/05L,1,0,19,4,4,0,0,9,4,0,0
26-Oct-2024_EJU87NA ,departure,30.366666666666667,16,17,26,1879.4201455157515,407.0652182955769,0,1564.0909375717688,78.3397662866,1317.2456923341124,483.8346868950391,,-1,0,12,9,3,0,0,8,2,0,0
26-Oct-2024_RYR90ZH ,arrival,5.8,16,16,26,1983.7290457356055,581.4670909507918,0,1517.3316763159291,90.631546504,575.4407558091866,1317.656743422419,23R/05L,1,0,15,0,0,2,1,0,0,10,2
26-Oct-2024_LOG25BR ,departure,9.316666666666666,16,17,26,945.9289249307973,270.3235206446804,0,746.9421803053973,87.6834748021,596.2474295666939,261.9980205620034,,-1,0,15,4,1,0,0,9,2,0,0
26-Oct-2024_SXS1TP  ,departure,17.066666666666666,16,17,26,2871.1646525258884,728.6985006477767,0,2642.4744600346025,101.049188081,974.8760264943767,1795.2394379505117,23R/05L,1,0,15,5,2,0,0,10,2,0,0
26-Oct-2024_TAP1313 ,departure,24524.433333333334,17,17,12,4395.793738241133,847.625646211693,0,2279.731463001046,120.216071857,2025.922477325268,2249.6551890588644,23R/05L,1,0,15,101,111,0,0,10,1,0,0
26-Oct-2024_SXS6ZM  ,arrival,6.733333333333333,17,17,26,2090.9238105015315,409.3782993529636,0,1747.4198142793846,104.792093998,0,1986.1317165035316,23R/05L,1,0,13,0,0,4,0,0,0,11,1
26-Oct-2024_RYR428Q ,departure,16.816666666666666,17,17,26,1113.1255982312075,294.43753454945846,0,827.0248502434933,113.012561341,596.2474295666939,403.8656073235136,23R/05L,1,0,16,4,1,0,0,10,2,0,0
26-Oct-2024_S5BBV   ,arrival,8.916666666666666,17,17,26,2392.894057054505,466.29235973596786,0,2009.8692952934716,0,1097.475619629873,1295.418437424632,23R/05L,1,0,12,0,0,2,0,0,0,8,1
26-Oct-2024_EZY27YN ,departure,11.866666666666667,17,17,26,1958.1968021193652,372.13493913585154,0,1748.887065417704,83.0918278028,974.8760264943767,900.2289478221885,23R/05L,1,0,10,3,1,0,0,8,2,0,0
26-Oct-2024_UAE19   ,arrival,1526.0833333333333,18,17,27,1840.8635801305652,276.9446033246795,0,1560.37792694336,139.479225601,1097.475619629873,603.908734899692,23R/05L,1,0,21,0,0,12,13,0,0,8,2
26-Oct-2024_AUR79B  ,departure,5.083333333333333,17,17,26,982.8454283150816,310.1503189420452,0,709.0750727290003,0,0,982.8454283150816,23R/05L,1,0,11,1,1,0,0,8,2,0,0
27-Oct-2024_DLH3AE  ,departure,5.783333333333333,18,18,27,1736.0675158845825,504.8454348753462,0,1357.6733327053473,0,578.1768592638504,1157.890656620732,23L/05R,2,1,11,0,1,0,0,6,3,0,0
27-Oct-2024_RUK799V ,departure,28.45,17,18,27,2304.376777818454,662.0715912290013,1,1964.0998308546864,0,577.1881546986612,1727.1886231197927,23L/05R,2,1,12,3,7,0,0,5,2,0,0
27-Oct-2024_EJU95DL ,arrival,5.666666666666667,18,18,27,1867.4898825861494,455.35743830218354,0,1540.071225995029,64.6124524558,923.4468989662427,879.4305311641068,,-1,1,12,0,0,0,0,0,0,7,3
27-Oct-2024_EXS41R  ,arrival,2.816666666666667,18,18,27,1401.3800506721273,174.11871843740903,0,1171.8996456004986,0,612.4411099956866,788.9389406764407,23R/05L,1,1,13,0,0,0,3,0,0,6,5
27-Oct-2024_SAS541  ,arrival,3.45,18,18,27,194.36714813359998,203.60811382930683,0,0,170.07485191,0,24.292296223599976,,-1,1,14,0,0,1,0,0,0,8,3
27-Oct-2024_RYR1FJ  ,departure,11.95,18,18,27,2365.3903923546154,1113.2595879705273,1,1700.2290000928717,101.443894651,577.1881546986612,1686.7583430049544,,-1,1,21,3,3,0,0,7,5,0,0
27-Oct-2024_ETH729  ,departure,17.283333333333335,18,18,27,3068.1090310959894,781.8116032940203,0,2680.4290427467495,112.840287221,1346.4874057270276,1608.7813381479618,,-1,1,21,4,5,0,0,8,5,0,0
27-Oct-2024_RYR773X ,arrival,5.75,18,18,27,1839.9318476262317,544.3513681035762,0,1474.747202007129,0,575.4407558091866,1264.4910918170451,23R/05L,1,1,17,0,0,2,0,0,0,8,4
27-Oct-2024_RANGER1 ,departure,1.3333333333333333,18,18,27,266.0399843097,118.96463116678679,0,111.83339767679999,67.8586664272,0,198.1813178825,,-1,1,14,0,0,0,0,7,5,0,0
27-Oct-2024_SWR357K ,departure,33.35,18,19,27,155.8830617489,95.17025471496494,0,45.6198245659,67.0385622797,0,88.84449946919999,,-1,0,15,11,13,0,0,8,5,0,0
27-Oct-2024_RYR501E ,arrival,5.55,18,18,27,2000.3586048958657,655.9781780955943,0,1676.8187674017995,112.201789352,1150.1577085007834,737.9991070430822,23R/05L,1,1,19,0,0,2,1,0,0,9,5
27-Oct-2024_EZY14WT ,departure,15.55,18,18,27,2164.0437144665275,999.6233203871842,1,1494.8400614902223,71.1519727783,0,2092.8917416882273,,-1,1,22,3,6,0,0,8,6,0,0
27-Oct-2024_SXS9VU  ,departure,20.7,18,18,27,2673.0447036355317,943.9162063211983,0,2324.8766215494875,101.049188081,578.1768592638504,1993.8186562906812,,-1,1,22,5,8,0,0,9,6,0,0
