PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,taxi_time
3.052692312,1.700133815,-2.112919061,-0.447907648,-0.573811834,-1.420834648,-1.050423697,0.521616332,-0.186634569,0.476893996,0.406358179,1.263116743,15.31666667
1.506238669,-0.923542586,-1.126477,1.69209216,0.009695742,-1.192784564,-0.335037002,-0.57870084,0.878515541,0.022878141,-0.695771727,0.442735322,13.55
-1.090081273,0.595894386,-1.688181812,1.288010463,-0.440851814,-0.869685025,-0.976760363,0.114649395,0.367199961,-0.453135506,0.865856054,0.766669155,3.8
2.343656559,0.483309689,-1.301868698,0.842805606,-0.438638217,-1.201310675,-0.119071918,0.382393859,-1.118804831,0.968453627,0.467506698,1.830869996,16.01666667
-0.153309578,1.673835048,-1.77192936,1.017995938,-0.750543134,-1.032602573,-0.520517939,-0.033874737,0.30153603,-0.135091789,0.444551653,0.806984542,5.183333333
1.718100673,-0.268734267,-1.528287431,1.68460871,-0.356646491,-1.331939411,0.889916062,-0.954219041,1.38649327,0.559729604,-0.204687242,0.812169388,11.1
-0.682396078,0.931336576,-1.858900378,1.780096157,-0.571442989,-0.946358112,0.948443487,0.485646959,0.549881155,1.244149669,0.038639189,1.475658725,5.516666667
-1.039226646,-0.889117271,-2.082789969,2.229390064,-0.130855512,-0.913270254,0.972958913,-0.177969163,2.256969216,0.977646306,-0.354939428,0.807102211,3.266666667
1.318629704,0.989157733,-3.595059485,-1.785575613,0.07341273,-1.184042796,-1.294791262,0.209000804,1.16567824,0.185505191,0.576392064,-0.790144446,9
0.771262967,-0.63455466,-2.609934163,-0.630289178,0.398205202,-0.934264117,-1.181276477,0.949943318,0.178144703,0.427887253,-0.217928678,-0.58415352,12.16666667
-0.079114337,0.8672787,-2.021808246,1.032951186,0.135648513,-0.978075953,0.585499122,-1.314991169,0.600830629,0.334889488,-0.198802366,-1.153429746,11.05
