PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,taxi_time
-3.69668067,-0.289927926,1.083155092,0.37441338,-0.348348669,1.109825193,-1.341933392,1.464516594,0.677449423,-0.820405469,-0.570791472,0.527031496,0.916666667
-2.157686221,-0.186355331,0.564600768,-0.043219256,-0.072012771,1.075233865,0.219952218,-1.852248848,0.596004692,-0.466081259,0.40558262,-1.145419069,3.816666667
2.120946012,0.252663587,-0.403559773,-4.032777444,0.130031236,-0.20911192,-2.249148318,-0.721406776,0.482665741,-0.810157963,0.751142294,-0.862292917,8.55
0.101907418,3.230263419,0.738991174,-0.966830362,-0.931835567,0.612581802,0.476019441,-0.486814855,-1.046461193,0.208292584,-0.43221073,-0.874136229,6.9
-0.253196221,-2.455329277,1.409111661,-0.451973668,0.397832503,0.551217226,0.042573951,0.049924706,-1.491007078,0.767791289,-0.009993656,0.140084418,9.583333333
3.283478316,0.759949228,0.143625183,-3.274900604,0.018971809,0.101334242,-0.769742668,-0.899483387,-0.2345879,0.256181361,0.296444988,-0.329138139,20.48333333
0.439889968,-2.140270248,1.148432588,-1.513924525,0.504396388,0.483020865,-0.708387153,-0.358806436,-1.094488107,0.286043208,0.371136081,-0.010169253,13.06666667
0.122571169,-2.610873848,1.472636401,-0.607651146,0.444099763,0.447546591,-0.180631247,0.232964203,-1.540161258,0.77784197,-0.245341303,0.079049829,8.3
-1.644113644,1.697938741,0.969331141,-0.183927256,-0.724938177,1.068207504,0.242541581,-0.64104501,-1.221891762,-0.205413687,0.414718106,-0.725069895,3.466666667
1.776637885,-1.649430509,1.510685451,-1.910721152,0.407493807,0.208125187,-1.104713888,-0.560811662,-1.70019079,0.088678152,-0.078351613,-0.169054598,12.83333333
0.689850532,-2.478874835,1.566907692,-1.271058952,0.543736885,0.423359205,-0.819329029,-0.312614821,-1.603552633,0.254371747,0.178090749,-0.035071349,9.916666667
0.442660656,-2.696318551,1.538596851,-1.145351279,0.682776878,0.576065825,-0.973003379,-0.386753221,-1.585440178,0.160652881,0.439535843,-0.048638304,14.5
-1.274360501,2.045090225,1.343093604,-0.021336006,-0.764357172,1.085482474,1.18356005,-0.156648483,-1.252778162,0.674222726,-0.386783777,-0.550824939,5.416666667
0.469016885,-2.314779128,1.665975653,-0.731021414,0.370684809,0.652839374,0.256773673,0.285899108,-1.391124254,0.945474223,-0.254764134,0.152464261,15.65
-1.110022637,2.128387535,0.741106197,-0.996277405,-0.621858165,0.989507972,0.485393791,-0.141200162,-0.443536998,0.233725455,-0.131037877,-0.68753754,5.666666667
-0.278914087,-2.733543307,1.401316866,-0.694838393,0.502057655,0.7611676,0.461229119,-0.027057264,-1.097131293,1.119695776,0.237095547,0.439123697,12.6
-1.907754503,0.754499112,0.301131974,-1.13683024,-0.376976642,1.246698651,0.076146413,-0.171750964,0.15553254,-0.005082396,0.712169853,-0.542251482,4.483333333
-3.770990362,-0.610435055,0.638474248,-0.514219145,0.091871831,1.508426407,-0.544032025,1.361477181,0.247407291,-0.121019647,-0.381098363,-0.781903224,1.166666667
0.877644102,-0.736763766,0.568844914,-1.778646565,-0.024472383,0.366988072,0.746514106,-0.330883943,-0.238910202,1.219955382,0.33801215,0.217502646,9.883333333
-1.030878453,-2.701136378,1.077526925,-0.724737788,0.451869514,0.77269249,0.642064058,-0.066408654,-0.703573875,1.274774395,0.427702301,0.497583687,9.766666667
-0.827715083,2.029689199,0.78378374,-0.304725796,-0.792486395,1.040490422,1.843163746,0.094036012,-0.541701632,1.348256147,-0.442333198,-0.250590877,4.95
-2.283959229,0.156982642,1.655078508,0.218166485,-0.106965522,1.352717206,0.793423827,-1.076999221,0.239393905,0.145135811,-0.81809482,-1.228819421,8.216666667
-0.196354362,-2.535319601,1.038541038,-2.636091343,0.60919515,0.597534183,-1.62350147,0.512208888,-0.047608498,0.019389894,-0.099753449,-0.378468628,4
2.317905295,0.405824891,0.201511759,-3.963156364,0.015816884,0.275946557,-1.387471126,-0.082661535,0.607237744,0.037529477,-0.068032341,-0.707293376,9.666666667
1.406603637,-0.793721865,0.831193674,-2.95658063,0.134089541,0.411384688,-0.949101061,0.729873988,0.050317529,0.550703554,-0.915415831,-0.502531461,8.25
-2.0590185,-3.556183961,1.313033914,-1.406904145,0.696949795,0.985306586,-1.048491649,1.224406568,-0.128777007,0.363742747,-0.32161703,-0.259879492,1.366666667
1.06103033,-1.620888238,1.442906423,-2.145712042,0.39033317,0.643971625,-0.625480888,-0.585493522,-0.942711493,0.445461185,0.334991541,-0.009588864,11.38333333
-0.09172483,3.467589497,0.973328741,-1.916922386,-0.771938593,0.863842287,0.035313057,-0.201594287,-0.390801856,0.111953598,-0.661537018,-1.069055357,8.116666667
-0.176755819,3.166271231,1.072826303,-1.879415547,-0.681885165,0.8598119,-0.100677837,-0.243209952,-0.488347884,-0.018355131,-0.556336007,-1.067070713,10
-0.197172137,-2.487359483,1.950008007,-0.975034746,0.351837838,0.826135878,0.052411301,0.157569135,-1.300528387,0.841995716,-0.159207574,0.102749733,10.66666667
-0.083414144,-2.580004926,2.018925026,-0.87674516,0.418188876,0.885677621,0.098732507,0.023218907,-1.426575513,0.881732169,-0.044076815,0.180250635,12.2
2.82204229,0.698074473,-0.083152687,-4.320524553,0.082210248,0.404157686,-0.784374742,-1.391052564,0.884469624,0.215530732,1.334365553,-0.191898027,15.75
-1.198601497,1.790742064,1.055370719,-1.025990925,-0.646891277,1.223524686,0.718372419,-0.563213996,-0.513185979,0.476677994,0.286981059,-0.499934721,5.816666667
-0.14360504,-2.554921025,1.902465311,-1.172909234,0.403158194,0.931479999,0.190147048,0.252830987,-1.033995183,1.019860603,-0.179809545,0.196928987,9.3
-1.466104986,1.914131218,1.232246821,-1.148752253,-0.397094189,1.245068075,0.622952117,-0.578312243,-0.46440555,0.459869785,0.257017189,-0.500615918,9.233333333
-1.162376715,1.957064773,1.259855976,-0.767089044,-0.686437886,1.212931491,1.369809344,0.382822689,-0.3007974,1.073461811,-0.605127161,-0.510948381,5.516666667
-0.726798528,1.496891245,0.75124737,-1.199241796,-0.692189503,1.294861432,2.079634327,0.093473755,0.214503691,2.001440724,-0.42406375,0.029535045,9.716666667
-1.65030092,0.539648815,0.742370859,-1.231689932,-0.365340461,1.555429316,1.419400819,-1.301902191,0.176755587,0.876766686,1.720456673,0.215636185,3.483333333
-1.549649148,0.773915721,1.017442624,-0.856332441,-0.502957635,1.493548035,1.622751474,0.308977356,0.119615896,1.409172917,-0.123785039,-0.112376525,3.983333333
-1.268169173,1.177256291,0.991083437,-1.063270879,-0.579810562,1.421749111,1.591149197,0.175463963,-0.007948768,1.530957101,-0.428562092,-0.117098481,4.3
-2.354501773,-0.005535489,0.745650022,-1.381476235,-0.107374674,1.585566702,0.62505416,-0.42571742,0.391311852,0.65132047,0.951008491,-0.087518482,3.5
-1.994570459,0.577568809,0.894396868,-1.375722379,-0.234400721,1.504435418,0.665762752,-0.124830018,0.304467923,0.573107316,0.522923888,-0.274079122,5.716666667
-1.181752115,0.973076067,0.347033857,-2.131328242,-0.372262984,1.306175403,0.525965868,-0.386752558,0.928521618,0.445157579,1.023068825,-0.350119187,4.766666667
-1.439915164,-2.677574359,0.100203281,-0.871858578,0.449687898,0.467465164,-0.76228618,1.447729063,0.287957684,1.098048236,-0.34070806,-0.392194234,4.8
-2.218318394,-0.469707739,0.330936718,0.454365647,-0.163972742,0.907816022,0.31706066,-1.630394571,0.75849248,0.10717383,0.55739926,-1.221656822,3.616666667
-0.608541867,-2.143396551,-0.125337462,-1.753252043,0.493000335,0.299338829,-1.55257076,0.651507823,0.36821317,0.423152528,0.327807556,-0.569680155,7.8
-0.813880977,-2.034025477,0.044389118,-0.866697911,0.387403257,0.524566172,-0.204733597,-0.095051892,0.001548647,1.04242324,1.041648584,-0.009772905,11.03333333
0.595800253,-1.3830473,-0.090396947,-2.058896096,0.370455426,0.194433242,-1.472506843,0.703797354,0.192438867,0.615856434,-0.240582954,-0.6081877,10.58333333
-1.298664806,1.053586916,-0.244718848,-0.939657135,-0.438585268,0.705787242,-0.206959198,-0.148524306,0.188344583,0.528689465,0.635272031,-0.743841299,5.55
-1.616316812,1.068283344,0.266952726,-0.234168334,-0.380793436,0.751332076,0.370209671,-0.493851195,-0.438712702,0.715330214,0.762530125,-0.506917392,4.4
-1.524643459,1.035029142,0.59996294,0.096574385,-0.376891958,0.69865812,0.417503087,0.56500807,-0.629904307,0.967341484,-0.415091986,-0.736422888,7.183333333
0.125684285,-1.609164162,0.655031021,-1.07364325,0.270147776,0.285396366,-0.807417401,-0.360694383,-0.920277204,0.5610908,0.560110694,-0.284890706,10.16666667
-0.445589829,-2.182669059,1.010347565,-0.096134217,0.32813713,0.555058679,-0.084674752,0.084734582,-1.239974041,1.091417825,0.23909374,-0.051628731,11.3
-1.692007702,0.604022479,0.352909914,-0.347571789,-0.326246991,0.770650606,-0.142191535,-0.643934951,-0.508598582,0.170607846,1.161695544,-0.636648666,4.75
0.502807635,-1.759783762,0.422055442,-1.574655049,0.404284425,0.287732921,-1.524555118,0.79465775,-0.329773764,0.324227181,-0.272994203,-0.665431167,10.16666667
-0.615509786,1.696480575,0.279120891,-0.613798014,-0.661935366,0.53783992,0.11400291,-0.125695821,-0.522623488,0.67414368,0.05226556,-0.85310211,5.05
3.007496453,0.798323658,-0.349947343,-3.265477607,-0.046631333,-0.202696509,-1.861574339,-0.046508761,0.158877366,0.154336464,-0.202662769,-1.00439814,12.7
-1.179593266,1.655711058,0.833814077,0.200256782,-0.650537192,0.632751076,0.545063655,0.157497315,-1.06755851,0.869882501,-0.383245026,-0.806391398,5.133333333
2.757710005,0.267379233,0.345301378,-2.613585769,-0.03355712,-0.026510008,-1.599956961,0.347896499,-0.36502718,0.213523538,-0.522658383,-1.013892965,15.61666667
-2.331132794,0.708343561,0.68170531,-0.099771883,-0.125761992,0.797971833,-0.56134925,-0.314085744,-0.795919286,0.006080118,0.665593383,-0.867472743,4.1
3.34128513,0.447657691,0.665112651,-2.392901653,-0.025548626,-0.031436496,-0.953322886,-1.285747327,-1.213371036,0.440731009,0.463626143,-0.413641254,16.56666667
0.766363209,-1.830077147,0.86457768,-1.609628115,0.41543089,0.300912253,-1.815577064,0.701896739,-0.74974278,0.115838466,-0.355372323,-0.813053755,14.33333333
0.752417306,-1.625933096,0.179117287,-1.078797372,0.660943782,0.584016024,-0.610276546,-1.642196114,1.042412212,0.260876615,0.532458404,-1.020044225,30.36666667
-1.124529412,1.452665421,0.413947882,-0.313919436,-0.557861354,0.613527047,0.003795479,-0.180894222,-0.619624501,0.554799051,0.334982089,-0.900334508,5.8
-0.376578728,-2.845565698,0.966443468,-0.215058571,0.691967291,0.520354248,-0.588163708,-1.38798499,0.230946556,0.242760868,0.239084983,-0.976937368,9.316666667
2.52494982,0.344090222,0.420375011,-1.650508337,-0.204449376,0.084696415,0.078648992,-0.461669329,-0.72559152,1.366770845,0.089447663,-0.317509793,17.06666667
7.008084484,2.42059503,-1.771368781,0.587954667,4.757452662,7.423322657,-0.533342445,-0.014404501,-0.411664489,-0.405023505,0.909092059,0.860299568,24524.43333
-1.240910161,1.586859783,0.641160442,-0.19287717,-0.567749959,0.771665167,0.78540399,0.22214577,-0.557458728,1.430762171,-0.40885799,-0.667510115,6.733333333
-0.243071002,-2.330061116,1.055056684,-0.808026619,0.505742178,0.625320117,-0.614629592,-0.666663944,-1.108071961,0.740331865,1.052241792,-0.049822125,16.81666667
-0.751125508,1.311650634,-0.3121177,-1.889685133,-0.385875227,0.602174039,-0.885527842,0.646052623,0.799094423,0.368321309,-0.081209022,-1.202369114,8.916666667
0.422788548,-1.149137418,0.044220734,-1.763439635,0.250481682,0.442295179,-0.26372975,-0.337108915,0.143998492,1.201858052,0.790686022,-0.076654772,11.86666667
-1.61987343,1.530232651,1.805299865,-0.763911633,1.337915867,-0.027873859,-0.731670058,-1.433671461,-1.119571052,0.117184163,1.431685515,-0.762317137,1526.083333
-0.841737933,-2.385385623,0.458639173,-1.078990417,0.383820334,0.573273698,-0.662213755,1.473368165,0.154331411,1.181545481,-0.547817523,-0.454237339,5.083333333
0.22848607,-0.958107703,0.872307742,-1.658985114,-0.4370652,0.250339865,-1.276292403,1.731024269,0.821526016,0.952329274,0.005472776,1.240411374,5.783333333
1.917146704,0.003532936,1.431830103,-0.925970821,-0.998891349,-0.04944898,0.130437501,3.671430369,1.421025168,-0.044116942,1.487697505,-0.224512074,28.45
-1.113158603,0.705110585,1.096490561,-0.118045563,-0.856399217,0.753937907,-0.551467181,-1.093877174,2.1112149,-0.338322069,-0.103341951,-0.215735833,5.666666667
-2.43259494,0.508005923,1.051648808,-0.730347356,-0.551945085,0.908161951,-1.706995699,0.950044263,1.252921436,-0.374402242,-0.17139509,0.282208444,2.816666667
-3.320447513,-1.250397466,2.220422462,1.856840878,-0.426707278,1.235661395,0.188657277,-2.003987222,0.691534514,-0.162404261,0.925181158,0.478233579,3.45
3.710893354,-0.489519097,3.503404831,0.699253582,-1.149232002,-0.5061091,1.217285014,0.627113196,0.759796454,-0.984769971,0.895090851,-1.137073117,11.95
3.503869372,0.263504521,2.17036533,-0.904197534,-0.567020094,-0.127387543,-0.653595929,-1.96167876,0.435946174,-0.037393585,-0.55774235,0.174830441,17.28333333
-1.260505912,1.494715801,1.433457944,-0.567979636,-1.031568746,0.720448836,-1.485033158,1.01197991,0.692251136,-0.425821304,-0.586427042,-0.040159808,5.75
-1.227347906,-3.831314271,2.251028106,0.438409278,0.276376858,0.421661862,-0.957739076,-0.595296136,1.062783919,0.114357477,-0.384949863,0.589663981,1.333333333
-1.050138155,-4.156268959,1.845766365,0.10474633,1.331962674,1.637930479,-0.763960252,-0.654777055,0.150386972,0.304816032,-0.266256442,-0.75191954,33.35
-0.984119368,2.101440683,1.812308557,-0.29268034,-1.109346655,0.718476875,-0.982347129,-1.044104599,-0.178689426,-0.740052823,1.061187337,0.390998066,5.55
3.612655589,-0.953353367,3.836360448,1.028419005,-1.046723039,-0.414304828,1.113073793,1.521636087,0.501806154,-0.770511953,-0.151879892,-1.217196616,15.55
3.645838393,-0.129103734,2.732582498,-0.139528295,-0.594714185,-0.024873758,-0.220841281,-1.147035243,-0.063495136,0.323047545,-1.440096624,0.186532322,20.7
-1.020196053,2.547564316,2.017292249,-0.275768395,-1.118470591,0.647223731,-1.302316408,-0.480528462,-0.32783054,-0.799616466,0.231425365,0.070632906,9.5
3.524590821,0.481816943,1.766905551,-2.570181247,-0.707219587,-0.305692054,-2.271823266,1.053615332,-0.621050177,0.075899041,-0.670322354,0.763149374,12.26666667
-4.005760609,-0.626300802,2.546287261,1.683790465,-0.516273069,1.369938222,-1.125211252,-1.130327352,0.527094749,-1.247215128,-0.101764039,-0.3017404,2.966666667
2.133297783,-1.713014585,2.852527895,-0.232610188,-0.159809101,-0.001240833,-1.277136709,-1.49010468,-0.105165095,-0.429356634,-0.653698531,0.186778779,11.55
3.992113788,0.136400091,2.66183253,-0.130997109,-0.678111805,-0.08673693,0.029920659,-1.140482119,-0.02056945,0.589447856,-1.485389195,0.208819861,14.66666667
-0.780573111,2.930660573,2.609204099,0.674235033,-1.260541253,0.601032305,-0.225807816,0.211105411,-0.951895709,0.085067939,-0.900389067,0.176692205,9.8
3.715572022,-1.374154097,4.034434728,1.261597577,-0.831753752,-0.282864228,1.196443248,0.92781761,0.081652442,-0.650170892,0.282716096,-0.91824896,14.58333333
3.833855046,-1.435121893,3.93708337,1.00218647,-0.773869335,-0.308603102,0.784578517,1.407649029,0.299261152,-0.765578915,-0.124041423,-1.120147066,15.26666667
-0.618868724,3.37160365,2.451065877,0.674086393,-1.387870089,0.603663033,0.237674161,-0.063172882,-0.89010555,0.448046548,-0.83071897,0.360652222,9.233333333
1.867380304,-1.029427104,1.900975901,-1.374713765,-0.240293981,0.268563072,-1.476122495,0.231234824,-0.875110238,0.535965504,0.661693709,1.525869226,12.56666667
-1.81690626,1.96337983,2.028763485,0.303799196,-1.10416491,0.891172533,-0.731083122,-0.692678259,-0.366109867,-0.463339579,0.65934864,0.424056767,5.2
-2.195507375,1.495751167,1.76245452,-0.233110583,-0.746252701,0.878284015,-1.658757457,-0.196260723,0.154954351,-0.885098312,0.506717145,0.172202831,4.683333333
-0.637530615,3.004652266,1.441516627,-0.84159156,-1.064529115,0.511158217,-1.078585609,-0.172897682,0.397337339,-0.285922052,-0.136411998,0.167397235,7.183333333
-1.298616729,1.772437775,1.51078218,-0.126222546,-0.930718629,0.67131506,-0.414601466,-0.120293913,0.473189981,0.084300077,0.466231653,0.537845233,6.65
-0.736424785,-3.616231578,1.819489601,-0.202068524,0.733143755,0.912112195,-0.253400785,-0.612082983,0.273632849,0.580296926,-0.457326611,-0.86638263,7.75
-3.521839767,-1.11795801,0.663265714,-0.853554589,0.144027,1.548831087,-0.501865419,1.411450111,0.812170957,0.727388565,-0.097550693,-0.770206508,1.283333333
-0.813512905,0.163576788,-0.422792253,1.694608791,-0.663482797,-0.557853143,-0.977440961,-0.789446282,1.75872264,0.289233334,0.165007931,-0.390053421,7.4
-1.022947645,1.427797501,-0.122276932,1.655085644,-1.046701069,-0.329418896,-0.446243698,-1.065374318,-0.35618501,0.844894881,1.246793774,0.865060773,3.85
2.354169111,-0.192477657,0.220976559,0.545525148,-0.588983713,-0.806436897,-1.093310002,0.43511477,-1.254583742,1.45978287,0.452389162,1.467178411,21.01666667
2.826385999,-0.171574566,0.664605996,1.474133571,-0.706039255,-1.166090428,-0.52050143,-1.358376547,0.032900672,0.919113854,-0.715119763,0.099664983,14.36666667
3.859407983,-1.135777488,1.914103621,2.155262618,-1.020604418,-1.715732589,0.04689106,0.794348934,0.382975633,-0.84027052,1.195934448,-1.471708939,12.18333333
2.897032441,0.0100609,0.4619206,1.248721508,-0.808838871,-1.291131699,-0.55725605,-1.235225693,0.297378802,0.989064808,-0.806004769,0.002334196,12.38333333
2.851438243,-1.188782635,1.905257751,2.677582437,-1.088523168,-1.583577773,0.65008587,0.986535955,0.306622337,-0.188750409,0.735919724,-1.266142484,9.483333333
-1.151528077,1.374282576,-0.090971301,0.85736775,-1.125149216,-0.414069846,-2.837563637,0.688758128,0.073476004,-0.742328582,0.06381217,-0.528919959,5.3
4.092033991,1.169611785,-0.178799168,-1.07978722,-0.916251784,-1.440474289,-2.689409933,1.179445805,-0.673023405,0.572480793,-0.410436931,0.39454406,14.76666667
-0.783138311,2.173414329,0.557050647,1.717858358,-0.991549277,-0.555417737,-1.317263281,-1.409713055,-1.135147918,-0.061909109,1.369273371,0.292522106,12.21666667
4.347609332,0.195987083,0.598133744,0.668526602,-0.546224966,-1.276551375,-1.425500164,-1.832059861,-0.032785928,0.318672223,-0.34126994,-0.128755973,17.6
-1.75673913,1.862867813,0.16510445,1.220996477,-1.204451902,-0.324617209,-2.828090657,0.830315472,-0.163943559,-0.835665321,-0.250050582,-0.670986074,6.666666667
4.647482903,0.2269784,0.725696029,0.747421937,-0.500464934,-1.217249122,-1.519495625,-1.741046845,-0.186840989,0.257565205,-0.445440109,-0.19208792,21.63333333
3.634852794,-0.861009595,1.698101792,1.568165044,-1.040757496,-1.415568036,-0.16966964,2.959788154,-1.352240628,0.422258917,1.373919066,-0.108249307,12.61666667
-0.300832304,2.837420386,-0.0320532,1.214939532,-1.178778048,-0.681541922,-1.223485608,-0.565875804,-0.283171715,0.350024407,0.669315593,0.076112283,5.816666667
-1.546675325,1.491501264,-0.026316908,1.382591698,-1.009280823,-0.31366883,-1.99052616,-0.143667195,-0.110169609,-0.309586077,0.899893756,-0.050588242,3.533333333
-2.395459515,0.671954081,-0.268658071,1.048798802,-0.655111137,-0.297082899,-2.803845252,0.896718644,0.481712582,-0.441631057,0.166712862,-0.2910778,2.216666667
-1.756580843,0.731592087,-0.081266496,1.921408444,-0.854451675,-0.364185278,-0.881375714,0.536181278,0.117160733,0.898803329,0.298197368,0.41008945,3.166666667
3.412683608,0.675295543,-0.879648439,-0.379585482,-0.558714879,-1.273319987,-1.598177558,-1.72221977,1.910813772,0.27808012,0.437749315,-0.223654852,22.61666667
2.86201655,0.08871505,0.392078808,1.620208714,-0.868667399,-1.191652081,-0.002811731,-1.313231449,0.447027905,1.171132808,-0.325157936,0.105400907,11.48333333
-3.200254298,-0.70825521,-0.428538714,1.665826716,-0.542017808,0.010990522,-2.174969814,1.551852473,0.770854458,0.304579882,-0.012839487,0.091436671,0.916666667
-1.345636768,0.585873606,-0.51526532,1.422043449,-0.906506563,-0.337664069,-0.995362013,-0.179523321,0.38038214,0.811316449,1.1054867,0.583802113,4
-0.345031811,2.099520522,-0.469290841,0.927156536,-1.060405334,-0.640263782,-1.109337827,-0.370325231,0.274324426,0.634751858,0.762272043,0.319374858,6.55
-1.571328449,0.605832094,-0.647254495,0.952944402,-0.81040197,-0.314491129,-1.851288962,0.052584528,0.632200624,0.196877281,0.99668263,0.271347356,4.2
-1.745811907,0.753420227,-0.388506714,1.152138989,-0.70620698,-0.322053779,-1.783391701,-0.261579433,0.327264096,0.079076672,1.177653565,0.337574554,4.033333333
0.281831919,2.813865408,-0.812304353,0.725792853,-1.462670016,-0.740414552,-0.696629022,2.001524054,1.026879961,1.563666476,-1.845929208,-0.06231567,10.71666667
-3.691364622,-1.545986942,-0.661441128,1.561350622,-0.36419743,0.082320352,-2.25686074,1.448362194,1.085513192,0.303369751,0.400167665,0.294739997,0.383333333
0.003627867,2.209260135,-0.143168156,1.448449717,-1.336428108,-0.565411645,0.044151018,0.510097982,0.099012985,1.672225908,-0.485934108,0.51822157,5.916666667
-2.343109759,0.012558044,-0.652689501,0.776958821,-0.152553848,-0.403043613,-2.076542834,1.170109615,1.400699509,0.367725171,0.457987636,0.180115879,5.416666667
-2.469794487,0.179938337,-0.386737144,1.231375733,-0.450855833,-0.245234124,-1.729088567,1.658199725,1.004284255,0.67847712,-0.446619301,0.160333093,2.766666667
-1.653254971,-3.86254715,0.032216344,1.538954826,0.64811855,-0.237358851,-0.627777026,-1.128367665,-0.015554726,0.974642915,0.41942492,-0.889391469,1.6
-1.346572645,-4.055307048,0.21355599,1.314558176,0.730451191,-0.158152585,-0.815419604,-0.837472804,0.04827407,0.849593864,0.188284077,-0.940120351,1.016666667
-1.28915197,-4.133806425,0.198915138,1.238242514,0.806200882,-0.13535964,-0.966842925,-0.763143989,0.045478684,0.870518858,0.05280264,-0.94905031,1.166666667
0.600780595,-0.604995587,-1.324651141,0.029298527,-0.503009111,-1.020544194,-2.44594248,1.608994756,0.666913554,1.292491985,0.642909721,0.739042953,15.21666667
0.20939882,2.17960432,0.002724667,2.279844018,-0.485025013,-0.881284069,0.309617414,-0.975627593,-0.721257475,1.482472404,-1.240599998,-2.000059171,32.01666667
1.397856675,-0.832514792,-0.026942605,1.856864571,-0.627302852,-1.298728569,-1.039883237,-1.120186093,0.671004817,1.020672323,-0.154499279,-0.1116088,8.733333333
-1.090935803,0.793402185,-0.450400391,1.632530065,-0.969084236,-0.540225304,-1.973729896,-1.266576454,1.356295627,-0.330936753,0.21825736,-0.765304421,6.266666667
2.434093232,-0.692320755,0.153992257,0.51567558,-0.821911944,-1.368169628,-1.794802586,2.382466828,-0.812209724,1.720372374,-1.13871561,0.817747689,11.36666667
-1.240717412,2.081100328,0.410231525,2.888556888,-1.579727146,-0.250988812,-0.18853453,-0.524727941,-1.127744259,1.029313113,0.546971002,0.512260338,5.15
3.64110576,0.411174845,0.818855871,1.440089459,-1.539888656,-1.686568122,0.237915496,2.275777022,-0.457469606,0.403863412,2.720639152,-0.28133551,27.05
4.731491668,0.213889025,-0.825055722,1.547078818,1.486819424,1.273828506,1.500809336,2.17914794,-1.008163594,-1.965448505,2.023948402,-0.956471803,14502.03333
2.837651079,0.043781678,0.208573532,1.601274265,-0.873048249,-1.424581804,-0.417299245,-1.251030017,0.38993838,1.534172359,-0.676388499,0.045182578,14.65
-1.200252471,1.443195158,-0.124171945,1.944496183,-1.172764848,-0.474593872,-1.198696579,-0.684321555,-0.489336229,0.763222436,0.977211256,0.385218084,4.833333333
3.304035176,-0.101034972,0.604233108,1.652045245,-0.844625904,-1.469420858,-0.707353221,-1.358153421,-0.094626498,1.201717912,-0.722848564,-0.042717025,14.63333333
4.355282879,0.542078031,0.19213887,0.237221802,-0.769148306,-1.712508911,-2.289207022,-1.588918973,0.382469188,0.031755926,-0.388181683,-0.645704723,16.25
0.293152615,3.071697452,0.256041487,2.229541633,-1.58148337,-0.864580762,-0.3512773,0.16322826,-0.847557395,1.500569878,-0.469375797,0.082255236,11.46666667
1.425669813,-0.955177832,0.125138418,0.607860152,-0.453091156,-1.070179099,-2.538420893,0.201313391,-1.374874926,0.99251098,1.038283938,0.952387587,13.01666667
-0.710568077,1.762026221,-0.636146708,1.338056985,-1.377568905,-0.521897588,-1.543614411,-0.807490493,0.139154754,0.378774181,1.562863755,0.166739605,4.016666667
0.311530129,2.639733069,0.763614961,2.781650864,-1.169663932,-1.068305479,-0.630382262,-0.742594242,-0.036369466,0.758840295,-1.426093661,-0.945950914,12.53333333
-1.387855968,1.333162736,-0.102879383,1.534766029,-0.996437787,-0.520311121,-2.319634382,-0.083839933,-0.175738966,-0.204639494,0.894973801,-0.16986821,4.083333333
-1.187722133,1.797670456,0.319613543,2.40239298,-1.333007626,-0.477335038,-1.232884694,0.555353902,-0.687522312,0.672763444,-0.197713242,-0.068237237,3.65
2.037515316,-1.282435025,-0.274272675,0.951230293,-0.07395872,-0.994560239,-1.828486907,-1.796776598,0.994883444,0.617030045,0.557360791,0.139700844,12.76666667
-1.556011124,2.061906608,0.030736157,1.584510202,-0.794474546,-0.725857637,-2.157302334,1.644597982,0.091311477,0.473960943,-1.292893985,-0.429137926,9.816666667
-2.587395876,1.010630873,0.034686898,1.880502402,-0.429783191,-0.565379366,-2.301477587,1.565064315,0.296887614,0.252886203,-0.553345698,-0.275251623,8.716666667
-0.820933204,-4.034228483,0.78765412,2.492257354,0.167443237,-0.931551522,-1.547701356,-1.222487546,0.126273279,0.696846946,0.350368962,0.505397961,2.466666667
-2.730649299,0.700576968,0.006351553,1.98108626,-0.596467145,-0.40829314,-2.335807355,1.524865588,0.255879067,0.125671447,-0.390814325,-0.268060144,5.283333333
-3.770872744,-1.327030252,-0.632723225,1.878520529,-0.480907133,-0.012381251,-2.565718537,1.415553038,0.863322424,0.262090566,0.383948114,0.11739258,0.4
-1.975072662,-3.054261302,-1.938591647,0.124203664,1.177155775,-0.32771301,-0.304416064,1.546228049,-0.480316992,-0.812483636,-0.577681018,0.210151686,5.216666667
3.29997084,0.787176134,-2.219734214,-2.162183049,0.404650605,-1.273638141,-0.297392825,-0.761668614,-0.982701478,-1.190499632,-0.075253198,0.122386785,17.18333333
-0.555218262,-2.374207104,-2.017164993,-0.889234116,1.196162358,-0.583153172,-1.150490107,0.760026289,-0.625572065,-1.459401142,-0.213929153,0.033489636,7.533333333
-2.279250922,-3.317251821,-2.016966467,0.098668915,1.230894414,-0.326575488,-0.337642419,1.504954065,-0.352319921,-0.822521964,-0.415013412,0.269483,2.283333333
0.492877442,1.480562028,-2.228107249,0.212933248,0.208707769,-0.737009149,1.801537333,-1.219944232,0.471370095,-0.500354267,-1.077248668,-0.551667511,6.816666667
-0.920114575,1.112637186,-1.841698726,0.358209466,0.067128415,-0.342515391,0.916101788,0.078157585,-1.078178024,-0.987266699,-0.114234629,-0.068714117,4.516666667
-2.782583394,0.089525857,0.220442118,2.64882406,2.200918824,-0.826069482,2.265100814,-2.586533809,-1.444005236,-1.035862673,0.707593369,0.083704332,50.53333333
1.764913101,-0.44049852,-1.734027511,-0.582936337,0.558888544,-0.850564084,0.732510068,-0.339298815,-1.396870075,-0.499345694,-0.06683303,0.523262082,11.86666667
